item,value,coordinate_location
http://www.wikidata.org/entity/Q3726,GM-B,Point(-16.5775 13.453055555)
http://www.wikidata.org/entity/Q3757,ID-JW,Point(110.004444444 -7.491666666)
http://www.wikidata.org/entity/Q3768,CI-YM,Point(-5.274166666 6.816111111)
http://www.wikidata.org/entity/Q3903,ID-KU,Point(116.463333333 3.415083333)
http://www.wikidata.org/entity/Q3946,ES-CB,Point(-4.0 43.333333333)
http://www.wikidata.org/entity/Q15900,SI-087,Point(16.15 46.416666666)
http://www.wikidata.org/entity/Q23103,GB-SHR,Point(-2.716666666 52.616666666)
http://www.wikidata.org/entity/Q23157,GB-SOM,Point(-3.0 51.3)
http://www.wikidata.org/entity/Q27916,TN-22,Point(10.15 36.4)
http://www.wikidata.org/entity/Q43210,AT-1,Point(16.416666666 47.5)
http://www.wikidata.org/entity/Q45240,MC-MC,Point(7.425237 43.738942)
http://www.wikidata.org/entity/Q166919,GR-E,Point(22.2 39.6)
http://www.wikidata.org/entity/Q252154,SI-091,Point(14.2 45.6833)
http://www.wikidata.org/entity/Q276576,TN-31,Point(9.183333333 36.733333333)
http://www.wikidata.org/entity/Q328164,TN-53,Point(11.066666666 35.5)
http://www.wikidata.org/entity/Q429955,KE-27,Point(34.4712 -1.06657)
http://www.wikidata.org/entity/Q429955,KE-27,Point(34.83333333 -0.66666667)
http://www.wikidata.org/entity/Q497006,MA-06,Point(-5.55 33.883333333)
http://www.wikidata.org/entity/Q632998,SI-028,Point(16.01388889 46.41472222)
http://www.wikidata.org/entity/Q773160,SI-186,Point(14.55 46.125)
http://www.wikidata.org/entity/Q859666,TO-05,Point(-173.9973 -18.66423)
http://www.wikidata.org/entity/Q859666,TO-05,Point(-173.983333 -18.65)
http://www.wikidata.org/entity/Q952571,KE-19,Point(39.45 -4.16666667)
http://www.wikidata.org/entity/Q1518087,GE-25,Point(44.416667 41.916667)
http://www.wikidata.org/entity/Q1996470,MK-105,Point(21.901111111 41.780833333)
http://www.wikidata.org/entity/Q2068600,SI-138,Point(14.483333333 46.183333333)
http://www.wikidata.org/entity/Q2088585,MK-107,Point(21.95 41.52)
http://www.wikidata.org/entity/Q2522163,AD-07,Point(1.5 42.5)
http://www.wikidata.org/entity/Q2522163,AD-07,Point(1.49414 42.5045)
http://www.wikidata.org/entity/Q2575594,KE-13,Point(36.83333333 -1.16666667)
http://www.wikidata.org/entity/Q2702345,BS-MI,Point(-77.54958 26.29273)
http://www.wikidata.org/entity/Q2702345,BS-MI,Point(-77.55 26.3)
http://www.wikidata.org/entity/Q3551781,US-DC,Point(-77.008611111 38.916944444)
http://www.wikidata.org/entity/Q3661628,SI-004,Point(13.951944 46.271111)
http://www.wikidata.org/entity/Q3661628,SI-004,Point(13.92389 46.295)
http://www.wikidata.org/entity/Q3710534,SG-02,Point(103.947 1.36944)
http://www.wikidata.org/entity/Q4086488,ME-04,Point(19.74555557 43.02916668)
http://www.wikidata.org/entity/Q4674283,BS-AC,Point(-74.0 22.5)
http://www.wikidata.org/entity/Q4859821,ME-13,Point(19.93333333 42.58333333)
http://www.wikidata.org/entity/Q4993831,LT-43,Point(23.316666666 55.928055555)
http://www.wikidata.org/entity/Q6558667,GB-LBC,Point(-5.973 54.523)
http://www.wikidata.org/entity/Q6587068,BG-11,Point(24.5 43.0)
http://www.wikidata.org/entity/Q6841059,GB-MEA,Point(-6.078 54.828)
http://www.wikidata.org/entity/Q7417405,BS-SP,Point(-77.4 26.016666666)
http://www.wikidata.org/entity/Q7566772,MV-SC,
http://www.wikidata.org/entity/Q10383165,TO-04,Point(-175.2 -21.133333333)
http://www.wikidata.org/entity/Q10389402,TO-05,Point(-174.0 -18.666666666)
http://www.wikidata.org/entity/Q11342951,FM-YAP,Point(138.116666666 9.533333333)
http://www.wikidata.org/entity/Q12188815,QA-SH,Point(51.20472222 25.37222222)
http://www.wikidata.org/entity/Q13377778,SI-032,Point(14.66528 45.93639)
http://www.wikidata.org/entity/Q13377778,SI-032,Point(14.67286667 45.955125)
http://www.wikidata.org/entity/Q13378292,SI-138,Point(14.5 46.166666666)
http://www.wikidata.org/entity/Q13378476,GW-S,Point(-15.3452 11.4787)
http://www.wikidata.org/entity/Q13378482,MC-SO,
http://www.wikidata.org/entity/Q15213714,GB-DRS,Point(-7.424 54.927)
http://www.wikidata.org/entity/Q16085370,ME-22,
http://www.wikidata.org/entity/Q21163036,GB-SLG,Point(-0.56667 51.5)
http://www.wikidata.org/entity/Q21525592,GB-MAN,Point(-2.25 53.41667)
http://www.wikidata.org/entity/Q21885994,GB-NGM,Point(-1.149166666 52.955)
http://www.wikidata.org/entity/Q21979624,AZ-NA,Point(46.81163 40.50525)
http://www.wikidata.org/entity/Q38249567,UG-332,Point(31.5 2.46666667)
http://www.wikidata.org/entity/Q44593337,GL-QT,Point(-51.925830555 68.197711111)
http://www.wikidata.org/entity/Q56407178,NO-30,Point(10.0 60.0)
http://www.wikidata.org/entity/Q223,DK-GL,Point(-40.0 72.0)
http://www.wikidata.org/entity/Q54150,PL-02,Point(16.383333333 51.083333333)
http://www.wikidata.org/entity/Q54153,PL-04,Point(18.483333333 53.066666666)
http://www.wikidata.org/entity/Q54155,PL-06,Point(22.9 51.216666666)
http://www.wikidata.org/entity/Q54157,PL-08,Point(15.333333333 52.183333333)
http://www.wikidata.org/entity/Q54169,PL-14,Point(21.1 52.333333333)
http://www.wikidata.org/entity/Q54171,PL-16,Point(17.9 50.633333333)
http://www.wikidata.org/entity/Q54175,PL-18,Point(22.166666666 49.95)
http://www.wikidata.org/entity/Q54177,PL-20,Point(22.931938888 53.267219444)
http://www.wikidata.org/entity/Q54180,PL-22,Point(18.0 54.183333333)
http://www.wikidata.org/entity/Q54181,PL-24,Point(19.0 50.333333333)
http://www.wikidata.org/entity/Q54188,PL-32,Point(15.533333333 53.6)
http://www.wikidata.org/entity/Q134417,IR-00,Point(49.944444 34.618611)
http://www.wikidata.org/entity/Q159380,MK-501,Point(21.333333333 41.033333333)
http://www.wikidata.org/entity/Q244898,TW-NWT,Point(121.445833 25.011111)
http://www.wikidata.org/entity/Q281898,MK-210,Point(22.289166666 41.871388888)
http://www.wikidata.org/entity/Q281898,MK-210,Point(22.266666666 41.9)
http://www.wikidata.org/entity/Q426114,MK-208,Point(22.88 41.76)
http://www.wikidata.org/entity/Q431908,MK-606,Point(21.12 42.07)
http://www.wikidata.org/entity/Q494062,NO-1828,Point(13.035 66.257777777)
http://www.wikidata.org/entity/Q521112,MK-604,Point(20.916666666 41.8)
http://www.wikidata.org/entity/Q587090,IR-09,Point(59.6057 36.298)
http://www.wikidata.org/entity/Q597345,MK-802,Point(21.57 42.04)
http://www.wikidata.org/entity/Q629720,MK-816,Point(21.38 42.11)
http://www.wikidata.org/entity/Q657754,MK-807,Point(21.58 41.99)
http://www.wikidata.org/entity/Q740591,MK-509,Point(21.0122 41.0889)
http://www.wikidata.org/entity/Q749618,MK-312,Point(20.68 41.18)
http://www.wikidata.org/entity/Q793727,MK-201,Point(22.8533 41.7047)
http://www.wikidata.org/entity/Q856278,MK-502,Point(21.203972222 41.223916666)
http://www.wikidata.org/entity/Q924278,MK-805,Point(21.47 42.0)
http://www.wikidata.org/entity/Q935620,MK-803,Point(21.47 42.0)
http://www.wikidata.org/entity/Q1018191,MK-810,Point(21.615 41.938889)
http://www.wikidata.org/entity/Q1020859,MK-817,Point(21.421944444 42.041944444)
http://www.wikidata.org/entity/Q1057563,MK-602,Point(20.98 41.98)
http://www.wikidata.org/entity/Q1125333,MK-310,Point(20.8025 41.140555555)
http://www.wikidata.org/entity/Q1309481,MK-811,Point(21.3248 42.0004)
http://www.wikidata.org/entity/Q1323322,MK-203,Point(22.7674 41.9764)
http://www.wikidata.org/entity/Q1323332,MK-607,Point(20.59 41.61)
http://www.wikidata.org/entity/Q1323340,MK-304,Point(20.83 41.3)
http://www.wikidata.org/entity/Q1344996,MK-303,Point(20.53 41.52)
http://www.wikidata.org/entity/Q1346554,MK-205,Point(22.2333 41.8167)
http://www.wikidata.org/entity/Q1386136,MK-809,Point(21.480694444 41.934083333)
http://www.wikidata.org/entity/Q1419314,MK-815,Point(21.438055555 42.001944444)
http://www.wikidata.org/entity/Q1422453,MK-702,Point(22.33 42.22)
http://www.wikidata.org/entity/Q1463152,MK-814,Point(21.421212 42.002286)
http://www.wikidata.org/entity/Q1463246,MK-808,Point(21.47 42.0)
http://www.wikidata.org/entity/Q1475001,MK-705,Point(22.1 42.183333333)
http://www.wikidata.org/entity/Q1505271,GH-UE-TN,Point(-0.8 10.71666667)
http://www.wikidata.org/entity/Q1673256,MA-MAR,Point(-8.00028 31.6353)
http://www.wikidata.org/entity/Q1779775,MK-402,Point(22.75 41.43)
http://www.wikidata.org/entity/Q1819289,MK-206,Point(22.4 41.93)
http://www.wikidata.org/entity/Q1839369,MK-506,Point(21.39 41.11)
http://www.wikidata.org/entity/Q1946579,MK-408,Point(22.87 41.42)
http://www.wikidata.org/entity/Q1992691,MK-503,Point(21.45 41.45)
http://www.wikidata.org/entity/Q1992708,MK-801,Point(21.449066 41.985573)
http://www.wikidata.org/entity/Q1992716,MK-701,Point(22.1728 42.0781)
http://www.wikidata.org/entity/Q1992728,MK-407,Point(22.41 41.49)
http://www.wikidata.org/entity/Q1992752,MK-401,Point(22.56 41.23)
http://www.wikidata.org/entity/Q1996410,MK-605,Point(21.07 41.99)
http://www.wikidata.org/entity/Q1996413,MK-406,Point(22.73 41.18)
http://www.wikidata.org/entity/Q1996740,MK-603,Point(20.86 41.83)
http://www.wikidata.org/entity/Q2018921,MK-311,Point(21.118888888 41.466944444)
http://www.wikidata.org/entity/Q2018930,MK-504,Point(21.34 41.35)
http://www.wikidata.org/entity/Q2018957,MK-307,Point(20.97 41.51)
http://www.wikidata.org/entity/Q2018965,MK-403,Point(22.55 41.3167)
http://www.wikidata.org/entity/Q2018974,MK-405,Point(22.51 41.15)
http://www.wikidata.org/entity/Q2018980,MK-404,Point(22.6417 41.4758)
http://www.wikidata.org/entity/Q2019836,MK-804,Point(21.45 42.016666666)
http://www.wikidata.org/entity/Q2041219,MK-207,Point(22.58 42.01)
http://www.wikidata.org/entity/Q2088022,MK-507,Point(21.45 41.04)
http://www.wikidata.org/entity/Q2088034,MK-813,Point(21.52 41.93)
http://www.wikidata.org/entity/Q2128903,MK-706,Point(21.83 42.2)
http://www.wikidata.org/entity/Q2270414,MK-209,Point(22.15 42.01)
http://www.wikidata.org/entity/Q2282240,MK-812,Point(21.41 41.96)
http://www.wikidata.org/entity/Q2282274,MK-608,Point(21.05 42.07)
http://www.wikidata.org/entity/Q2308287,MK-410,Point(22.66 41.43)
http://www.wikidata.org/entity/Q2337266,LV-1034,Point(24.18333333 56.58333333)
http://www.wikidata.org/entity/Q2352376,MK-703,Point(21.77278 42.08944)
http://www.wikidata.org/entity/Q2423082,MK-211,Point(22.2 41.7)
http://www.wikidata.org/entity/Q2423082,MK-211,Point(22.2 41.75)
http://www.wikidata.org/entity/Q2476159,MK-505,Point(21.26 41.14)
http://www.wikidata.org/entity/Q2588415,TJ.SU.KR,
http://www.wikidata.org/entity/Q2672941,MA-SIF,Point(-10.16666667 29.38333333)
http://www.wikidata.org/entity/Q2738284,MK-409,Point(21.012222222 41.088888888)
http://www.wikidata.org/entity/Q3408385,MA-MID,Point(-4.44 32.41)
http://www.wikidata.org/entity/Q3408399,MA-REH,Point(-7.95 32.23333333)
http://www.wikidata.org/entity/Q3408408,MA-SIB,Point(-8.428799 32.656256)
http://www.wikidata.org/entity/Q3408414,MA-TIN,Point(-5.53278 31.5147)
http://www.wikidata.org/entity/Q3408420,MA-YUS,Point(-8.51666667 32.25)
http://www.wikidata.org/entity/Q3408887,MA-MDF,Point(-5.4 35.7)
http://www.wikidata.org/entity/Q6312454,MK-508,Point(21.67583 41.28778)
http://www.wikidata.org/entity/Q9035785,MK-601,Point(20.916666666 41.933333333)
http://www.wikidata.org/entity/Q9050283,MK-806,Point(21.589444444 41.883055555)
http://www.wikidata.org/entity/Q780838,GW-CA,Point(-16.0 12.166666666)
http://www.wikidata.org/entity/Q787753,LB-BH,Point(36.3 34.2)
http://www.wikidata.org/entity/Q795587,GT-ES,Point(-90.786944444 14.297777777)
http://www.wikidata.org/entity/Q797434,FJ-01,Point(177.683333333 -17.533333333)
http://www.wikidata.org/entity/Q799791,GW-BA,Point(-14.75 12.166666666)
http://www.wikidata.org/entity/Q799800,CI-17,Point(-7.5 8.5)
http://www.wikidata.org/entity/Q810960,LK-51,Point(81.333333333 7.833333333)
http://www.wikidata.org/entity/Q817342,LS-E,Point(27.916666666 -29.833333333)
http://www.wikidata.org/entity/Q822566,BI-RT,Point(30.16 -3.877777777)
http://www.wikidata.org/entity/Q823751,GA-8,Point(9.5 -1.5)
http://www.wikidata.org/entity/Q823822,GA-6,Point(12.7 0.6)
http://www.wikidata.org/entity/Q18635826,MC-SD,Point(7.420847 43.737607)
http://www.wikidata.org/entity/Q180075,IR-28,Point(57.3317 37.4761)
http://www.wikidata.org/entity/Q803716,SC-07,Point(55.7333 -4.31667)
http://www.wikidata.org/entity/Q817340,LS-J,Point(29.0 -29.333333333)
http://www.wikidata.org/entity/Q818390,MA-03,Point(-3.933333333 35.25)
http://www.wikidata.org/entity/Q833013,MM-03,Point(94.75 20.25)
http://www.wikidata.org/entity/Q836002,LU-GR,Point(6.343055555 49.683333333)
http://www.wikidata.org/entity/Q836645,NG-NA,Point(8.3 8.533333333)
http://www.wikidata.org/entity/Q836654,NG-ON,Point(5.083333333 7.166666666)
http://www.wikidata.org/entity/Q838690,PG-NIK,Point(151.5 -3.0)
http://www.wikidata.org/entity/Q839074,LS-F,Point(27.666666666 -30.166666666)
http://www.wikidata.org/entity/Q841197,MG-F,Point(47.0 -21.5)
http://www.wikidata.org/entity/Q842499,CI-19,Point(-7.5 6.416666666)
http://www.wikidata.org/entity/Q843868,GB-WRX,Point(-3.0094 53.0507)
http://www.wikidata.org/entity/Q844127,LR-BM,Point(-10.75 6.75)
http://www.wikidata.org/entity/Q845721,CI-04,Point(-4.833333333 8.25)
http://www.wikidata.org/entity/Q845807,RW-03,Point(29.910277777 -1.568055555)
http://www.wikidata.org/entity/Q846331,SD-DW,Point(23.181111 12.897222)
http://www.wikidata.org/entity/Q846589,MT-39,Point(14.5075 35.872777777)
http://www.wikidata.org/entity/Q847289,MM-01,Point(95.616666666 21.5)
http://www.wikidata.org/entity/Q850064,BF-05,Point(-1.0 13.25)
http://www.wikidata.org/entity/Q850075,BF-06,Point(-2.25 11.75)
http://www.wikidata.org/entity/Q850323,CZ-801,Point(17.464166666 49.988055555)
http://www.wikidata.org/entity/Q853162,RW-05,Point(29.608055555 -2.621944444)
http://www.wikidata.org/entity/Q853272,LK-9,Point(80.4 6.666666666)
http://www.wikidata.org/entity/Q853460,CI-03,Point(-5.5 9.5)
http://www.wikidata.org/entity/Q856282,SN-FK,Point(-16.133333333 14.366666666)
http://www.wikidata.org/entity/Q856657,SZ-LU,Point(31.75 -26.416666666)
http://www.wikidata.org/entity/Q864093,SD-KN,Point(29.533333333 14.366666666)
http://www.wikidata.org/entity/Q865676,LV-002,Point(25.253888888 56.604166666)
http://www.wikidata.org/entity/Q865717,LV-018,Point(22.65 56.73333333)
http://www.wikidata.org/entity/Q865726,MD-FL,Point(28.333333333 47.833333333)
http://www.wikidata.org/entity/Q867117,HN-CL,Point(-86.0 15.916666666)
http://www.wikidata.org/entity/Q867219,UG-101,Point(32.433333333 -0.583333333)
http://www.wikidata.org/entity/Q870130,LR-LO,Point(-10.0 7.916666666)
http://www.wikidata.org/entity/Q873740,MU-BL,Point(57.416666666 -20.333333333)
http://www.wikidata.org/entity/Q877578,LR-BG,Point(-9.666666666 7.0)
http://www.wikidata.org/entity/Q878375,MD-FA,Point(27.75 47.583333333)
http://www.wikidata.org/entity/Q885656,GT-SR,Point(-90.3 14.278333333)
http://www.wikidata.org/entity/Q894090,GB-MIK,Point(-0.766666666 52.033333333)
http://www.wikidata.org/entity/Q905641,MT-07,Point(14.381388888 35.860277777)
http://www.wikidata.org/entity/Q911643,MU-MO,Point(57.566666666 -20.25)
http://www.wikidata.org/entity/Q911643,MU-MO,Point(57.56667 -20.25)
http://www.wikidata.org/entity/Q913370,KW-MU,Point(48.057 29.257)
http://www.wikidata.org/entity/Q928836,BD-36,Point(90.1 23.17)
http://www.wikidata.org/entity/Q936088,SB-TE,Point(167.0 -10.75)
http://www.wikidata.org/entity/Q938518,BS-CE,Point(-76.15 25.133333333)
http://www.wikidata.org/entity/Q948228,PS-TBS,Point(35.486528 32.323889)
http://www.wikidata.org/entity/Q953508,SA-04,Point(51.0 22.5)
http://www.wikidata.org/entity/Q954963,SD-KA,Point(35.70556 16.225)
http://www.wikidata.org/entity/Q960645,MU-PL,Point(57.5167 -20.1667)
http://www.wikidata.org/entity/Q960645,MU-PL,Point(57.516666666 -20.166666666)
http://www.wikidata.org/entity/Q972535,MA-TNT,Point(-10.1 28.433333333)
http://www.wikidata.org/entity/Q990414,QA-US,Point(51.4 25.42)
http://www.wikidata.org/entity/Q1016831,SI-205,Point(16.079444444 46.483333333)
http://www.wikidata.org/entity/Q1023041,LT-01,Point(22.7539 56.2561)
http://www.wikidata.org/entity/Q1023041,LT-01,Point(22.753888888 56.256111111)
http://www.wikidata.org/entity/Q1032245,UG-414,Point(29.7 -0.75)
http://www.wikidata.org/entity/Q1045435,MW-MZ,Point(33.5 -11.5)
http://www.wikidata.org/entity/Q1046645,KW-KU,Point(47.978 29.366)
http://www.wikidata.org/entity/Q1047875,LR-RG,Point(-7.916666666 5.25)
http://www.wikidata.org/entity/Q1047895,LR-GB,Point(-9.75 6.25)
http://www.wikidata.org/entity/Q1047921,LR-CM,Point(-11.0 7.166666666)
http://www.wikidata.org/entity/Q1052737,LR-MG,Point(-10.25 6.5)
http://www.wikidata.org/entity/Q1053789,FJ-C,Point(178.333333333 -18.0)
http://www.wikidata.org/entity/Q1070180,PW-226,Point(134.583333333 7.45)
http://www.wikidata.org/entity/Q1077294,VN-15,Point(105.666666666 20.833333333)
http://www.wikidata.org/entity/Q1083505,BD-49,Point(88.93000001 24.41000001)
http://www.wikidata.org/entity/Q1091595,UG-410,Point(30.55 -0.55)
http://www.wikidata.org/entity/Q1116203,MV-27,Point(73.331 0.729197222)
http://www.wikidata.org/entity/Q1116700,SB-MK,Point(161.78517 -10.55751)
http://www.wikidata.org/entity/Q1123208,EC-SD,Point(-79.25 -0.333333333)
http://www.wikidata.org/entity/Q1138575,DO-05,Point(-71.71 19.566666666)
http://www.wikidata.org/entity/Q1139666,TD-BO,Point(19.1167 17.9167)
http://www.wikidata.org/entity/Q1141767,BF-KOT,Point(-0.433333333 12.183333333)
http://www.wikidata.org/entity/Q1142050,BF-MOU,Point(-3.466666666 12.45)
http://www.wikidata.org/entity/Q1145487,DO-20,Point(-69.316666666 19.2)
http://www.wikidata.org/entity/Q1147524,SR-WA,Point(-55.263888888 5.796666666)
http://www.wikidata.org/entity/Q1150680,CS-CG,
http://www.wikidata.org/entity/Q1150680,YU-CG,
http://www.wikidata.org/entity/Q1151066,UG-108,Point(33.0 -0.25)
http://www.wikidata.org/entity/Q1163429,CD-MN,Point(18.26666667 -1.95)
http://www.wikidata.org/entity/Q1171024,GB-DAL,Point(-1.55 54.51666667)
http://www.wikidata.org/entity/Q1195298,MW-NE,Point(34.7 -15.45)
http://www.wikidata.org/entity/Q1198496,GB-MYL,Point(-6.229 55.171)
http://www.wikidata.org/entity/Q1198505,GB-LMV,Point(-6.951 55.051)
http://www.wikidata.org/entity/Q1200370,GB-DRY,Point(-7.333 55.0)
http://www.wikidata.org/entity/Q1229734,UG-301,Point(31.783333333 3.25)
http://www.wikidata.org/entity/Q1229798,UG-201,Point(33.75 -0.25)
http://www.wikidata.org/entity/Q16161,IT-CO,Point(9.083333333 45.816666666)
http://www.wikidata.org/entity/Q16188,IT-SP,Point(9.828872222 44.108041666)
http://www.wikidata.org/entity/Q16200,IT-LI,Point(10.316666666 43.55)
http://www.wikidata.org/entity/Q16209,IT-MO,Point(10.6482 44.1802)
http://www.wikidata.org/entity/Q16224,IT-OT,Point(9.2795 40.899833333)
http://www.wikidata.org/entity/Q16226,IT-PD,Point(11.877777777 45.406388888)
http://www.wikidata.org/entity/Q16228,IT-PR,Point(10.331194444 44.795055555)
http://www.wikidata.org/entity/Q16250,IT-PO,Point(11.096561111 43.880813888)
http://www.wikidata.org/entity/Q16267,IT-RI,Point(12.861799 42.398518)
http://www.wikidata.org/entity/Q16315,IT-VV,Point(16.0959 38.675277777)
http://www.wikidata.org/entity/Q16393,FR-N,Point(1.333333333 43.5)
http://www.wikidata.org/entity/Q16594,UY-MO,Point(-56.181944444 -34.883611111)
http://www.wikidata.org/entity/Q16609,UY-RV,Point(-55.55 -30.9)
http://www.wikidata.org/entity/Q16641,US-AS,Point(-170.7075 -14.295833)
http://www.wikidata.org/entity/Q17269,CN-XZ,Point(86.940278 31.705556)
http://www.wikidata.org/entity/Q18262,BA-06,Point(17.65 44.1)
http://www.wikidata.org/entity/Q25396,BQ-BO,Point(-68.25 12.183333333)
http://www.wikidata.org/entity/Q25528,BQ-SA,Point(-63.2375 17.6325)
http://www.wikidata.org/entity/Q29141,BJ-CO,Point(1.966669444 7.933330555)
http://www.wikidata.org/entity/Q29161,BJ-DO,Point(1.666666666 9.7)
http://www.wikidata.org/entity/Q649078,MA-CAS,Point(-7.611122 33.586881)
http://www.wikidata.org/entity/Q966104,MA-RAB,Point(-6.833333 34.033333)
http://www.wikidata.org/entity/Q2575820,MK-85,
http://www.wikidata.org/entity/Q18288162,IT-TO,Point(7.7 45.0667)
http://www.wikidata.org/entity/Q24342199,GB-CRF,Point(-3.16667 51.5)
http://www.wikidata.org/entity/Q15125620,MA-TAF,Point(-12.9261 27.9394)
http://www.wikidata.org/entity/Q23498165,IT-SU,Point(8.51666667 39.15)
http://www.wikidata.org/entity/Q28814758,GQ-DJ,Point(10.8 1.6)
http://www.wikidata.org/entity/Q64685186,GH-BO,Point(-2.333333333 7.333333333)
